flight_id,flight,callsign,squawk,clicks,from_iata,from_city,to_iata,to_city,model,type
3552d5b4,,FORTE11,,207,,Jakarta,MAN,,A332,Northrop Grumman RQ-4B Global Hawk
3553cbd8,PG711,CTM1018,,-67,NOU,,MLE,Manchester,AT76,ATR 72-600
3552e106,SQ321,LNI126,,-26,BKK,Dubai,SIN,,T214,Tupolev Tu-214PU
35535249,SQ321,RSD974,,-267,DXB,Manila,MLE,Singapore,B738,Northrop Grumman RQ-4B Global Hawk
354fc50c,PG711,UAE1KM,,53,HDK,Dubai,SIN,Tanjung Pandan,T214,Airbus A330-203
3553b89d,SU2139,CTM1018,,-124,NOU,Noumea,,,B77W,Airbus A380-842
354fc50c,CTM1018,SIA321,,-155,NOU,Moscow,TJQ,Manchester,T214,Boeing 737-8GP
3553b859,EK21,RSD974,,-353,HDK,Jakarta,MAN,,A319,Boeing 737-8LJ
3553b859,QF6036,AFL2139,,279,HDK,,,Sydney,AT76,Boeing 777-312(ER)
355288a8,QF6036,BKP711,,888,BKK,Jakarta,MAN,Tanjung Pandan,A388,Airbus A319-132
3552d5b4,,DQA443,,-136,,London,SVO,,AT76,Boeing 737-8LJ
3552d5b4,SU2139,UAE1KM,,-596,IST,Istanbul,MAN,Moscow,A332,Boeing 737-8LJ
3553bd93,EK21,SIA321,,-20,CGK,Jakarta,MLE,Manchester,A332,Boeing 777-312(ER)
3553a103,PG711,AFL2139,,-366,NOU,Manila,TJQ,,B738,Northrop Grumman RQ-4B Global Hawk
355288a8,QF6036,DQA443,,-127,BKK,Bangkok,MLE,Manchester,B738,Tupolev Tu-214PU
3552d5b4,QF6036,QFA6036,,-676,HDK,Noumea,,Manchester,B738,Boeing 737-8GP
3553b89d,SU2139,AFL2139,,757,NOU,Noumea,SYD,,A332,Boeing 737-8LJ
3553cbd8,EK21,DQA443,,-368,BKK,Manila,SIN,,A388,Tupolev Tu-214PU
35535249,EK21,LNI126,,370,,Manila,TJQ,Male,B738,Airbus A330-203
3553a103,PG711,BKP711,,-81,LHR,London,MLE,,A332,Airbus A319-132
3553cbd8,CTM1018,CTM1018,,449,MNL,Manila,,Tanjung Pandan,B77W,Airbus A380-842
3552e106,,LNI126,,-513,DXB,Kulhudhuffushi,,Manchester,A388,Tupolev Tu-214PU
3552e106,SU2139,BKP711,,-90,CGK,Bangkok,SYD,Male,A332,Airbus A330-203
3553cbd8,EK21,SIA321,,-296,BKK,Dubai,,Tanjung Pandan,A332,Airbus A330-243
3552d5b4,RSD974,BKP711,,286,MNL,Istanbul,TJQ,Tanjung Pandan,Q4,Northrop Grumman RQ-4B Global Hawk
3552e106,QF6036,CTM1018,,445,CGK,Manila,,Male,Q4,Airbus A330-203
3552d5b4,CTM1018,CTM1018,,284,CGK,Jakarta,MAN,Male,A388,Airbus A330-243
3552d5b4,EK21,BKP711,,296,CGK,Bangkok,TJQ,Male,B77W,Airbus A330-203
3553b859,,SIA321,,-256,LHR,London,SYD,Moscow,B77W,ATR 72-600
3553bd93,PG711,QFA6036,,-358,MNL,Dubai,MLE,Manchester,A388,Boeing 737-8LJ
3553b89d,EK21,BKP711,,-318,BKK,Noumea,MLE,Sydney,AT76,Tupolev Tu-214PU
35535249,QF6036,LNI126,,-383,DXB,London,MLE,Manchester,T214,Northrop Grumman RQ-4B Global Hawk
3552d5b4,JT126,RSD974,,401,IST,Bangkok,MAN,Sydney,B738,Boeing 737-8LJ
3553bd93,RSD974,BKP711,,403,,,SVO,,AT76,Airbus A380-842
355288a8,QF6036,CTM1018,,163,CGK,,MLE,,A388,ATR 72-600
3552e106,SQ321,SIA321,,561,LHR,,,,A319,Northrop Grumman RQ-4B Global Hawk
3553b89d,QF6036,DQA443,,254,IST,Manila,SVO,Singapore,A388,Boeing 737-8LJ
354fc50c,EK21,SIA321,,-92,CGK,Bangkok,MAN,Sydney,AT76,Airbus A319-132
3553a103,PG711,RSD974,,-143,BKK,Noumea,,Sydney,A319,Airbus A330-243
3552e106,QF6036,DQA443,,-162,IST,London,,Manchester,Q4,Airbus A330-203
3553b859,JT126,SIA321,,-117,HDK,Dubai,MAN,Sydney,T214,Boeing 737-8GP
354fc50c,EK21,QFA6036,,-285,NOU,Bangkok,TJQ,,A319,Boeing 737-8LJ
355288a8,EK21,SIA321,,-337,BKK,Bangkok,SYD,,A388,ATR 72-600
3553b859,JT126,QFA6036,,329,NOU,Manila,MAN,,Q4,Tupolev Tu-214PU
3553b859,QF6036,UAE1KM,,480,IST,Bangkok,MAN,,Q4,Airbus A380-842
3552e106,,AFL2139,,-285,CGK,Istanbul,SYD,Manchester,B738,Airbus A319-132
3553a103,RSD974,LNI126,,-329,BKK,Istanbul,SIN,Sydney,B738,Airbus A330-203
3552d5b4,EK21,LNI126,,549,VKO,Noumea,SVO,Male,B77W,ATR 72-600
3553bd93,,SIA321,,-155,CGK,Manila,MLE,Moscow,AT76,Airbus A330-203
3553b859,Q2443,CTM1018,,56,VKO,Istanbul,SYD,Male,B77W,ATR 72-600
3553a103,EK21,UAE1KM,,-238,HDK,Dubai,TJQ,Moscow,B738,Boeing 737-8GP
35535249,PG711,RSD974,,-577,IST,Noumea,SIN,,A388,Boeing 737-8LJ
3553b89d,EK21,DQA443,,-296,VKO,Manila,,,A388,Boeing 737-8LJ
3552e106,QF6036,SIA321,,261,,Jakarta,MLE,,B738,Airbus A380-842
35535249,QF6036,CTM1018,,-43,BKK,Dubai,,Male,AT76,ATR 72-600
355288a8,SU2139,DQA443,,65,HDK,Jakarta,,Male,B77W,Boeing 737-8GP
3553b89d,CTM1018,DQA443,,385,,Bangkok,,Sydney,A332,Airbus A330-203
3553b859,,UAE1KM,,293,MNL,Manila,TJQ,,Q4,ATR 72-600
35535249,RSD974,DQA443,,-596,BKK,London,SYD,,A332,ATR 72-600
3553b859,EK21,DQA443,,-161,CGK,Istanbul,,Manchester,A388,Airbus A330-243
355288a8,Q2443,DQA443,,325,,Bangkok,TJQ,Singapore,B738,Airbus A330-243
3552e106,EK21,BKP711,,890,NOU,,MLE,Male,B738,Boeing 737-8GP
354fc50c,RSD974,FORTE11,,-281,,Kulhudhuffushi,MAN,Sydney,A388,ATR 72-600
3553bd93,SQ321,SIA321,,36,HDK,Moscow,,Moscow,Q4,Tupolev Tu-214PU
3553bd93,PG711,BKP711,,-520,VKO,Kulhudhuffushi,MLE,,Q4,Boeing 777-312(ER)
3553cbd8,SQ321,DQA443,,559,IST,,TJQ,Male,AT76,Boeing 777-312(ER)
3553cbd8,CTM1018,AFL2139,,-241,MNL,,SIN,Singapore,A332,Airbus A380-842
3552e106,PG711,DQA443,,363,MNL,,,Male,AT76,Airbus A330-203
3553b859,,FORTE11,,-144,HDK,Istanbul,MLE,Male,A388,Boeing 737-8GP
3552e106,CTM1018,SIA321,,-232,VKO,Kulhudhuffushi,TJQ,Male,A332,Northrop Grumman RQ-4B Global Hawk
3553a103,RSD974,SIA321,,-165,VKO,Bangkok,SYD,Tanjung Pandan,A332,Boeing 737-8LJ
3552e106,SQ321,FORTE11,,-335,BKK,Kulhudhuffushi,TJQ,Male,B738,Boeing 737-8GP
3552e106,PG711,RSD974,,-249,,Istanbul,MAN,Manchester,B738,Boeing 737-8LJ
355288a8,EK21,CTM1018,,352,HDK,Jakarta,,Manchester,A332,Boeing 737-8GP
3552e106,QF6036,FORTE11,,293,BKK,Noumea,MLE,Manchester,B738,Northrop Grumman RQ-4B Global Hawk
3553b89d,RSD974,FORTE11,,-538,MNL,Noumea,MAN,,B738,Airbus A380-842
3553a103,EK21,LNI126,,-567,NOU,Manila,MLE,Moscow,B77W,Boeing 737-8LJ
3552d5b4,RSD974,RSD974,,333,LHR,Moscow,MLE,,Q4,Airbus A319-132
3553a103,PG711,CTM1018,,379,,Kulhudhuffushi,MAN,Male,Q4,Boeing 737-8GP
3552d5b4,SQ321,LNI126,,309,HDK,Manila,MAN,Male,Q4,Boeing 737-8GP
3553b859,QF6036,AFL2139,,-130,LHR,Jakarta,,Moscow,B738,Northrop Grumman RQ-4B Global Hawk
3552d5b4,PG711,LNI126,,-294,CGK,,,,A332,Northrop Grumman RQ-4B Global Hawk
3553cbd8,,UAE1KM,,-302,VKO,Moscow,SIN,Moscow,B77W,Boeing 777-312(ER)
3553a103,CTM1018,BKP711,,-282,MNL,Moscow,SIN,Manchester,A332,Northrop Grumman RQ-4B Global Hawk
3553bd93,CTM1018,FORTE11,,51,LHR,Kulhudhuffushi,,Tanjung Pandan,A332,Boeing 777-312(ER)
3553b89d,CTM1018,DQA443,,59,IST,London,,Singapore,A319,Boeing 737-8LJ
35535249,PG711,BKP711,,-32,CGK,Noumea,SYD,Male,A332,Airbus A319-132
354fc50c,EK21,BKP711,,-219,VKO,Istanbul,MLE,Singapore,T214,Boeing 737-8LJ
355288a8,SU2139,BKP711,,232,HDK,Bangkok,,Singapore,A319,ATR 72-600
3553b89d,Q2443,UAE1KM,,-129,MNL,Bangkok,,,A332,Northrop Grumman RQ-4B Global Hawk
355288a8,SU2139,AFL2139,,473,BKK,Manila,,Manchester,Q4,Airbus A319-132
35535249,,AFL2139,,103,BKK,Manila,SIN,Singapore,A332,Airbus A319-132
3552d5b4,EK21,LNI126,,268,MNL,Kulhudhuffushi,,Tanjung Pandan,AT76,Boeing 777-312(ER)
3553b89d,SQ321,DQA443,,479,IST,Manila,,Male,A388,Boeing 737-8LJ
3553bd93,SQ321,SIA321,,408,DXB,Moscow,MLE,,AT76,Northrop Grumman RQ-4B Global Hawk
3553b89d,SU2139,UAE1KM,,-163,VKO,Bangkok,SIN,Manchester,B738,Boeing 777-312(ER)
35535249,JT126,QFA6036,,255,NOU,Dubai,MAN,Male,Q4,Northrop Grumman RQ-4B Global Hawk
35535249,Q2443,DQA443,,-118,,Noumea,MLE,Moscow,B77W,Airbus A330-243
355288a8,RSD974,BKP711,,-134,LHR,Manila,TJQ,,B738,Airbus A380-842
3553b89d,SQ321,LNI126,,-48,IST,,SYD,Moscow,A388,Airbus A319-132
3553b89d,CTM1018,BKP711,,-84,IST,Dubai,MAN,,T214,ATR 72-600
3553b89d,EK21,AFL2139,,-680,VKO,London,SYD,Male,B738,Boeing 737-8LJ
3553a103,PG711,LNI126,,162,MNL,Jakarta,SYD,Manchester,AT76,Tupolev Tu-214PU
3552e106,RSD974,CTM1018,,218,,Istanbul,MLE,,Q4,Airbus A380-842
3553b89d,RSD974,RSD974,,206,HDK,,MLE,Moscow,A332,Airbus A330-243
3552e106,SQ321,FORTE11,,-584,CGK,Noumea,SYD,Sydney,A388,ATR 72-600
35535249,Q2443,SIA321,,-45,BKK,Kulhudhuffushi,MAN,Male,A332,Airbus A330-203
354fc50c,CTM1018,SIA321,,186,IST,Kulhudhuffushi,SYD,Male,B77W,ATR 72-600
3553b859,QF6036,LNI126,,4,CGK,Noumea,MLE,Male,B738,Northrop Grumman RQ-4B Global Hawk
3553b859,RSD974,FORTE11,,-102,LHR,Bangkok,TJQ,Manchester,B738,Airbus A330-243
3552d5b4,SU2139,AFL2139,,-575,VKO,Istanbul,MLE,Singapore,A319,Boeing 737-8LJ
35535249,QF6036,CTM1018,,-377,MNL,Noumea,,Manchester,A388,Airbus A330-203
355288a8,PG711,RSD974,,1132,MNL,Manila,SIN,Sydney,A388,Airbus A380-842
354fc50c,SQ321,AFL2139,,-186,LHR,Bangkok,SVO,Moscow,A319,Boeing 777-312(ER)
354fc50c,CTM1018,SIA321,,65,BKK,Bangkok,SVO,Singapore,B77W,Boeing 737-8LJ
3553b89d,,LNI126,,673,IST,Jakarta,TJQ,Singapore,Q4,Boeing 737-8GP
3552e106,CTM1018,AFL2139,,-79,CGK,Jakarta,SYD,Manchester,B738,Airbus A330-243
3553b89d,EK21,LNI126,,-234,,Jakarta,TJQ,,A332,Airbus A380-842
3553bd93,,SIA321,,-320,,Noumea,TJQ,,A319,Boeing 737-8GP
3552e106,EK21,BKP711,,-461,HDK,Dubai,TJQ,,A332,Boeing 737-8GP
3553bd93,CTM1018,LNI126,,-414,MNL,,MLE,,A332,Airbus A330-203
35535249,Q2443,CTM1018,,-226,BKK,London,MLE,,B738,Airbus A319-132
3553b89d,,FORTE11,,409,IST,Noumea,,Moscow,A332,Boeing 777-312(ER)
3553b89d,SU2139,CTM1018,,1132,IST,Kulhudhuffushi,TJQ,Male,AT76,ATR 72-600
3553cbd8,QF6036,QFA6036,,-299,DXB,Manila,SIN,Moscow,A332,Northrop Grumman RQ-4B Global Hawk
3553cbd8,Q2443,CTM1018,,238,HDK,Kulhudhuffushi,,Sydney,A319,Airbus A330-243
3553a103,PG711,DQA443,,105,HDK,London,TJQ,Manchester,A388,Airbus A319-132
354fc50c,EK21,UAE1KM,,-193,VKO,Kulhudhuffushi,SYD,Manchester,B77W,Airbus A319-132
354fc50c,EK21,RSD974,,190,,Noumea,SYD,Manchester,Q4,Boeing 737-8GP
3552d5b4,SQ321,BKP711,,-336,BKK,Dubai,MLE,Singapore,B738,Boeing 737-8LJ
355288a8,,RSD974,,-97,CGK,Noumea,MLE,,B77W,Boeing 737-8GP
3552e106,RSD974,BKP711,,366,,Istanbul,MAN,Male,A332,Airbus A380-842
3552e106,,SIA321,,-259,NOU,Jakarta,SVO,,B738,Airbus A330-243
3553b859,RSD974,LNI126,,-80,VKO,Moscow,MLE,Sydney,B738,Northrop Grumman RQ-4B Global Hawk
3552e106,RSD974,LNI126,,-133,BKK,Noumea,SYD,Male,A319,Boeing 737-8LJ
3553a103,EK21,AFL2139,,58,DXB,Dubai,MLE,,B738,Boeing 737-8LJ
3552e106,JT126,UAE1KM,,-254,VKO,,MLE,,A332,Airbus A330-203
35535249,PG711,SIA321,,-478,BKK,Bangkok,,Sydney,A388,Airbus A319-132
354fc50c,QF6036,AFL2139,,-146,MNL,London,SIN,Moscow,B77W,Airbus A330-243
3553cbd8,PG711,DQA443,,42,MNL,Kulhudhuffushi,SIN,Moscow,Q4,Airbus A330-243
3553b859,Q2443,LNI126,,929,,Jakarta,,Male,B77W,Boeing 777-312(ER)
3553b89d,JT126,UAE1KM,,-200,VKO,,SVO,,A319,Boeing 737-8GP
3553cbd8,RSD974,CTM1018,,-175,BKK,Kulhudhuffushi,MLE,Male,A332,Boeing 777-312(ER)
3552d5b4,EK21,FORTE11,,428,,Noumea,,Sydney,AT76,Airbus A380-842
3553cbd8,SQ321,SIA321,,-110,HDK,Dubai,MLE,Moscow,Q4,Boeing 737-8LJ
3552d5b4,JT126,RSD974,,-175,LHR,Kulhudhuffushi,MAN,Manchester,A388,Tupolev Tu-214PU
3553bd93,SU2139,SIA321,,-721,BKK,Manila,,,A319,Boeing 737-8LJ
3552d5b4,PG711,LNI126,,224,MNL,London,,Manchester,A332,Boeing 737-8LJ
3553b859,SQ321,SIA321,,-156,LHR,,MAN,Male,A388,ATR 72-600
35535249,PG711,LNI126,,269,,Manila,MLE,Manchester,B738,Boeing 777-312(ER)
3553bd93,Q2443,QFA6036,,-545,CGK,Istanbul,MAN,Sydney,B738,ATR 72-600
354fc50c,CTM1018,DQA443,,-571,LHR,London,TJQ,Moscow,A332,Airbus A330-203
3553cbd8,EK21,CTM1018,,-585,LHR,Jakarta,MLE,Male,A319,ATR 72-600
355288a8,QF6036,QFA6036,,-270,NOU,,MLE,Manchester,A332,Tupolev Tu-214PU
3553b89d,Q2443,CTM1018,,45,VKO,London,MLE,Manchester,B738,Boeing 737-8GP
3552d5b4,,UAE1KM,,26,NOU,Bangkok,TJQ,,AT76,Airbus A319-132
3553cbd8,,SIA321,,-265,DXB,London,MLE,Moscow,B738,Boeing 737-8LJ
3552d5b4,RSD974,BKP711,,-318,CGK,,,Male,AT76,ATR 72-600
3553cbd8,JT126,AFL2139,,452,IST,London,MAN,Moscow,Q4,Airbus A319-132
3553cbd8,EK21,FORTE11,,952,LHR,Jakarta,MAN,,A388,Boeing 777-312(ER)
35535249,JT126,RSD974,,-271,NOU,Istanbul,SIN,Manchester,A319,Airbus A380-842
355288a8,JT126,BKP711,,-238,CGK,Kulhudhuffushi,,,Q4,Boeing 737-8LJ
3552e106,SU2139,CTM1018,,940,CGK,,,Moscow,A332,Boeing 737-8GP
3553b89d,,BKP711,,-713,VKO,Jakarta,,,B738,Airbus A330-243
355288a8,RSD974,LNI126,,325,DXB,Manila,,,A332,Tupolev Tu-214PU
3553b89d,SQ321,UAE1KM,,25,LHR,Manila,,,B738,Airbus A380-842
3552e106,PG711,RSD974,,-709,HDK,,MAN,,B738,Airbus A380-842
355288a8,,SIA321,,-209,IST,Noumea,MLE,Male,B77W,Boeing 777-312(ER)
355288a8,,AFL2139,,-354,,Jakarta,SYD,,A388,Boeing 737-8GP
355288a8,JT126,BKP711,,-204,BKK,Bangkok,,Male,B77W,Airbus A330-203
355288a8,EK21,BKP711,,-303,MNL,Bangkok,,Male,A388,Northrop Grumman RQ-4B Global Hawk
3552d5b4,CTM1018,LNI126,,-327,HDK,Bangkok,,Singapore,A332,Boeing 777-312(ER)
3553bd93,SQ321,LNI126,,-118,BKK,Jakarta,SYD,,A332,Airbus A330-243
3552d5b4,RSD974,UAE1KM,,464,LHR,,SYD,Moscow,T214,Airbus A330-243
354fc50c,,SIA321,,235,IST,Kulhudhuffushi,MAN,Tanjung Pandan,B738,Boeing 737-8GP
3552d5b4,QF6036,RSD974,,-230,HDK,Kulhudhuffushi,MLE,Singapore,B738,ATR 72-600
3553b859,,LNI126,,42,HDK,Dubai,,Manchester,A332,Airbus A380-842
3553b859,PG711,AFL2139,,-553,NOU,London,,Tanjung Pandan,A332,Tupolev Tu-214PU
35535249,EK21,FORTE11,,-609,VKO,Noumea,SYD,Male,T214,Boeing 737-8LJ
35535249,SU2139,CTM1018,,-261,LHR,Moscow,TJQ,Sydney,Q4,Northrop Grumman RQ-4B Global Hawk
355288a8,EK21,DQA443,,371,HDK,,,Male,A388,Northrop Grumman RQ-4B Global Hawk
3552e106,QF6036,CTM1018,,-573,LHR,Bangkok,TJQ,Manchester,B738,ATR 72-600
354fc50c,,AFL2139,,736,,Istanbul,,Manchester,A388,Boeing 737-8LJ
354fc50c,RSD974,LNI126,,66,NOU,Manila,,Moscow,B77W,Airbus A330-243
355288a8,RSD974,LNI126,,526,,London,SYD,Tanjung Pandan,A332,Airbus A330-243
3553b859,,LNI126,,-593,HDK,Noumea,SVO,Manchester,Q4,ATR 72-600
3553cbd8,RSD974,UAE1KM,,-254,CGK,Jakarta,MAN,Singapore,A388,Boeing 777-312(ER)
3553cbd8,JT126,RSD974,,151,,London,,Tanjung Pandan,B738,Boeing 737-8LJ
3553b859,QF6036,AFL2139,,-557,VKO,London,,Sydney,A332,Boeing 777-312(ER)
3553cbd8,EK21,AFL2139,,35,BKK,Manila,TJQ,Moscow,A319,Airbus A330-243
3552d5b4,SQ321,CTM1018,,-39,CGK,London,TJQ,Manchester,A332,Boeing 737-8LJ
3552d5b4,Q2443,UAE1KM,,-46,MNL,Noumea,MLE,Manchester,B77W,Airbus A319-132
3552e106,PG711,LNI126,,-333,CGK,Kulhudhuffushi,MAN,Singapore,A388,Tupolev Tu-214PU
3552d5b4,QF6036,UAE1KM,,194,BKK,Kulhudhuffushi,SYD,Male,Q4,ATR 72-600
3552e106,PG711,LNI126,,-213,IST,Noumea,MLE,Male,A332,Boeing 777-312(ER)
3552e106,CTM1018,DQA443,,512,MNL,London,MLE,Moscow,B77W,Airbus A330-243
3553a103,EK21,FORTE11,,-161,,Jakarta,SIN,Male,A332,Airbus A319-132
3553bd93,SU2139,LNI126,,-158,LHR,London,SYD,,Q4,Airbus A319-132
3553b89d,EK21,LNI126,,963,NOU,Kulhudhuffushi,,,A388,Boeing 737-8LJ
3553bd93,EK21,UAE1KM,,-271,LHR,Bangkok,SVO,,T214,Airbus A380-842
3552d5b4,SQ321,DQA443,,-581,DXB,Moscow,TJQ,,B77W,Airbus A319-132
354fc50c,JT126,DQA443,,-94,,,SIN,Tanjung Pandan,A319,Boeing 777-312(ER)
3553a103,Q2443,AFL2139,,318,VKO,Kulhudhuffushi,SIN,Male,Q4,Northrop Grumman RQ-4B Global Hawk
3553cbd8,Q2443,AFL2139,,-257,IST,Bangkok,TJQ,Male,Q4,Northrop Grumman RQ-4B Global Hawk
3553b859,EK21,UAE1KM,,-31,,Jakarta,,Singapore,B77W,Boeing 737-8LJ
3553a103,Q2443,UAE1KM,,711,NOU,Dubai,,Moscow,A319,Northrop Grumman RQ-4B Global Hawk
3552d5b4,SQ321,RSD974,,-165,BKK,London,TJQ,Male,A332,Boeing 777-312(ER)
3553a103,RSD974,DQA443,,-182,HDK,Dubai,MLE,,B738,Boeing 737-8LJ
355288a8,,LNI126,,269,VKO,Kulhudhuffushi,MAN,Male,AT76,Airbus A319-132
3553b89d,Q2443,SIA321,,1537,NOU,Moscow,MLE,,A319,Airbus A330-203
3553b859,Q2443,QFA6036,,-325,IST,Manila,SIN,Moscow,AT76,Boeing 737-8GP
3552e106,EK21,AFL2139,,-245,NOU,Manila,MLE,Sydney,B77W,Airbus A330-203
35535249,Q2443,RSD974,,82,CGK,London,,Singapore,A319,Airbus A330-243
354fc50c,SQ321,DQA443,,-225,CGK,Dubai,,Singapore,A332,Boeing 737-8LJ
3552d5b4,SQ321,QFA6036,,-208,VKO,Manila,TJQ,Singapore,B738,Northrop Grumman RQ-4B Global Hawk
3552e106,EK21,CTM1018,,-158,LHR,Dubai,MLE,Tanjung Pandan,A332,Airbus A380-842
354fc50c,CTM1018,DQA443,,-314,LHR,Kulhudhuffushi,MLE,,B77W,Boeing 737-8LJ
3553b859,QF6036,BKP711,,-225,BKK,Manila,SVO,,T214,ATR 72-600
3553b859,EK21,SIA321,,272,,Manila,SIN,Tanjung Pandan,B77W,Airbus A380-842
3553b859,SU2139,UAE1KM,,-3,CGK,Dubai,TJQ,Moscow,A332,Northrop Grumman RQ-4B Global Hawk
3553b859,Q2443,BKP711,,816,,Manila,SYD,,A388,Boeing 737-8LJ
354fc50c,,LNI126,,-537,HDK,Kulhudhuffushi,,Moscow,B738,Boeing 777-312(ER)
3553b89d,Q2443,FORTE11,,298,HDK,Noumea,TJQ,Male,Q4,ATR 72-600
355288a8,PG711,QFA6036,,-151,CGK,,SYD,,A388,Northrop Grumman RQ-4B Global Hawk
3553a103,Q2443,BKP711,,648,NOU,Jakarta,MAN,Male,A319,Boeing 737-8LJ
3553b89d,EK21,CTM1018,,3,LHR,,SYD,,A332,Airbus A330-243
3552d5b4,JT126,BKP711,,-370,IST,Istanbul,MLE,Male,A388,Boeing 737-8LJ
355288a8,QF6036,FORTE11,,-163,MNL,Moscow,,,A388,Airbus A330-203
355288a8,QF6036,RSD974,,-98,CGK,Moscow,MLE,Manchester,A388,Boeing 737-8GP
355288a8,SU2139,RSD974,,-69,HDK,Manila,SIN,Manchester,A319,Airbus A380-842
3553cbd8,PG711,FORTE11,,-445,IST,Moscow,MAN,Moscow,B738,Boeing 777-312(ER)
354fc50c,EK21,LNI126,,-288,MNL,Bangkok,TJQ,Singapore,A332,Boeing 777-312(ER)
354fc50c,EK21,SIA321,,-628,IST,Kulhudhuffushi,MLE,Sydney,AT76,Boeing 777-312(ER)
3553cbd8,PG711,FORTE11,,249,CGK,Istanbul,SVO,,A332,ATR 72-600
3553b89d,QF6036,LNI126,,-62,LHR,Dubai,,Singapore,Q4,Boeing 737-8GP
3553cbd8,EK21,AFL2139,,811,MNL,London,MLE,Moscow,A332,Airbus A330-243
3553b89d,SU2139,DQA443,,578,,Jakarta,TJQ,Tanjung Pandan,B77W,Airbus A330-203
3552e106,RSD974,LNI126,,-281,NOU,London,MLE,Male,B738,Boeing 737-8LJ
3552d5b4,SQ321,CTM1018,,-90,IST,Jakarta,TJQ,,A332,Tupolev Tu-214PU
3553b859,RSD974,SIA321,,217,DXB,Manila,,,T214,Boeing 737-8GP
3552d5b4,Q2443,SIA321,,-589,CGK,Bangkok,TJQ,Male,A332,Airbus A330-243
3553b89d,EK21,LNI126,,-55,VKO,Istanbul,MAN,Male,A388,Airbus A330-243
3553b89d,RSD974,AFL2139,,-389,LHR,Noumea,SYD,Male,A388,Airbus A319-132
3553cbd8,SQ321,UAE1KM,,-642,MNL,Dubai,MLE,Male,A388,Airbus A380-842
355288a8,PG711,UAE1KM,,-507,,Moscow,,Sydney,Q4,Airbus A330-203
354fc50c,PG711,QFA6036,,-450,NOU,Kulhudhuffushi,SYD,Male,B77W,Boeing 737-8GP
3552d5b4,SU2139,BKP711,,-250,HDK,Moscow,MLE,,A388,Airbus A380-842
3553b859,PG711,CTM1018,,68,VKO,Istanbul,,Manchester,B77W,Airbus A380-842
3552d5b4,JT126,QFA6036,,-151,NOU,Moscow,SYD,Manchester,A332,Airbus A319-132
354fc50c,,QFA6036,,-47,LHR,London,TJQ,,B738,Airbus A330-203
3553bd93,RSD974,FORTE11,,-265,HDK,Bangkok,SVO,Moscow,B738,Airbus A380-842
3553cbd8,QF6036,DQA443,,117,BKK,Dubai,,Male,A332,Boeing 777-312(ER)
3553a103,SU2139,UAE1KM,,-319,VKO,Bangkok,,Manchester,B77W,Boeing 737-8LJ
355288a8,JT126,LNI126,,72,LHR,London,MLE,Singapore,B738,Airbus A330-203
35535249,Q2443,LNI126,,79,,Istanbul,MAN,Manchester,B77W,Airbus A380-842
3553b859,QF6036,BKP711,,-676,LHR,Kulhudhuffushi,TJQ,Male,Q4,Airbus A380-842
355288a8,EK21,CTM1018,,1489,VKO,Manila,SYD,Sydney,B738,Airbus A330-203
3553a103,EK21,FORTE11,,53,VKO,Kulhudhuffushi,,Moscow,Q4,Boeing 777-312(ER)
3552e106,Q2443,SIA321,,-166,HDK,Bangkok,MLE,,B738,Boeing 777-312(ER)
3553cbd8,SU2139,BKP711,,280,VKO,Kulhudhuffushi,MLE,,AT76,Boeing 737-8LJ
3553b89d,SQ321,AFL2139,,297,DXB,London,SYD,Singapore,B738,Boeing 737-8LJ
355288a8,EK21,AFL2139,,-646,CGK,Bangkok,SVO,,Q4,ATR 72-600
3552e106,SU2139,AFL2139,,466,LHR,Bangkok,,Male,B77W,Northrop Grumman RQ-4B Global Hawk
35535249,,SIA321,,161,VKO,Bangkok,,,AT76,Airbus A330-203
3553bd93,SU2139,AFL2139,,-185,IST,Kulhudhuffushi,SVO,Singapore,B738,Boeing 737-8LJ
3553cbd8,,LNI126,,-220,IST,Moscow,SIN,,A332,Boeing 737-8LJ
3553bd93,JT126,CTM1018,,-587,IST,London,,Singapore,T214,Boeing 737-8GP
3553b859,RSD974,RSD974,,31,,Noumea,SIN,,B738,Airbus A330-243
3553a103,SU2139,LNI126,,-538,BKK,,MLE,Manchester,B738,Airbus A330-243
355288a8,RSD974,DQA443,,-443,NOU,Kulhudhuffushi,MAN,Manchester,Q4,ATR 72-600
3553bd93,EK21,RSD974,,-302,NOU,,TJQ,,B738,Airbus A380-842
3553bd93,PG711,DQA443,,-100,CGK,,MLE,Male,A332,Airbus A330-243
355288a8,QF6036,CTM1018,,898,BKK,London,SIN,,B738,ATR 72-600
3553a103,SU2139,LNI126,,-331,BKK,Manila,,Male,B77W,Boeing 777-312(ER)
3552d5b4,Q2443,RSD974,,-146,HDK,London,MAN,Moscow,A332,Airbus A319-132
3552d5b4,EK21,UAE1KM,,135,,,TJQ,,A319,ATR 72-600
3553b89d,SQ321,RSD974,,-685,VKO,Dubai,MLE,,AT76,Airbus A319-132
3553b859,JT126,CTM1018,,-80,HDK,Dubai,MLE,Tanjung Pandan,B738,Boeing 737-8LJ
3553cbd8,SU2139,AFL2139,,1336,LHR,,,Male,A332,Airbus A380-842
3552d5b4,QF6036,DQA443,,473,LHR,,MAN,,B738,Boeing 777-312(ER)
3553cbd8,CTM1018,BKP711,,80,IST,Dubai,,Sydney,Q4,Boeing 777-312(ER)
